Type-Activité;Activité;Nom de l'établissement;Adresse de l'établissement;Code postal;Commune;Code insee;Latitude;Longitude;localisation;Adresse mail;Tél;Site Web;Complément_1;Complément_2
Patrimoine culturel;Architecture;Rangée de maisons, 40, 42, 44 route du Bouzaire, Bois-du-Pont, 2 chemin de Île;;44350;GUERANDE;44069;47.367031015338604;-2.3819765872408016;47.367031015338604, -2.3819765872408016;;;;Temps modernes;Rangée composée de quatre logis en 1818 datant donc probablement du XVIIe ou XVIIIe siècle. D'après les matrices cadastrales, le troisième logis (1818 C2 1079) a été reconstruit en 1871.
Patrimoine culturel;Architecture;Rangée de maisons, 46 route du Bouzaire;;44350;GUERANDE;44069;47.36722883779147;-2.382555916229342;47.36722883779147, -2.382555916229342;;;;limite 18e siècle 19e siècle;Rangée datant peut-être de la fin du XVIIIe siècle ou du tout début du siècle suivant. Elle était composée de deux logis en 1818. Le logis ouest est sans doute postérieur au logis est. Très remaniée dans le courant du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, 5, 6 place de la Croix, 31 rue de Kerignon;;44350;GUERANDE;44069;47.32390243306174;-2.455877616229107;47.32390243306174, -2.455877616229107;;;;Temps modernes;Rangée d'habitations composée en 1819 de trois logis. Le premier logis, n° 5 place de la Croix a probablement été reconstruit en 1832 comme semble le suggérer la date portée sur le piédroit de la porte d'entrée. Le dernier logis, n° 31 rue de Kérignon, a d'abord été augmenté en 1863, avant d'être totalement reconstruit avec un étage en 1870.
Patrimoine culturel;Architecture;Rangée de maisons, 5, 7 rue des Prés-Garnier;;44350;GUERANDE;44069;47.295472293240074;-2.4312929129328165;47.295472293240074, -2.4312929129328165;;;;2e quart 18e siècle;Le 1er logis (5 rue des Prés-Garnier) porte le chronogramme 1748 sur le fronton de sa lucarne de gauche. Il a été largement remanié dans le courant du XXe siècle (ouvertures). L'appentis sur le pignon est est postérieur à 1819. Il a été transformé en maison dans le courant du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, 5, 7 rue des Rameaux;;44350;GUERANDE;44069;47.347353925155645;-2.3426194868646557;47.347353925155645, -2.3426194868646557;;;;2e moitié 19e siècle;Rangée composée de deux unités d'habitation construite probablement dans la deuxième moitié du XIXe siècle ou dans les premières décennies du XXe siècle. Elle fut largement remaniée au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, 5, 7, 9 rue des Rigadeaux;;44350;GUERANDE;44069;47.337474673543724;-2.466224099079436;47.337474673543724, -2.466224099079436;;;;17e siècle;Rangée d'habitations composée de quatre logements datant probablement de l’Époque moderne. Les deux premiers logis (5 et 7 rue des Rigadeaux) pourraient dater du XVIIe siècle comme semble le suggérer la porte du n° 7 couverte en anse-de-panier. Le n° 9 se singularise par son élévation à étage datant peut-être de la fin du XVIIe siècle ou du début du XVIIIe siècle. Les étables à l'arrière sont antérieures à 1818.
Patrimoine culturel;Architecture;Rangée de maisons, 5, 7, 9 rue Folie;;44350;GUERANDE;44069;47.337728610713626;-2.465422635312925;47.337728610713626, -2.465422635312925;;;;2e quart 18e siècle;Rangée d'habitations composée en 1818 de 3 logis. Elle a été très remaniée au XXe siècle. Les deux premiers logis (5 et 7 rue Folie) datent de 1732 comme l'atteste la date portée au-dessus de la porte du n° 7 rue Folie. Le logement nord (9 rue Folie) a été construit probablement à la fin du XVIIIe siècle ou au tout début du XIXe siècle (avant 1818). Les toits à porcs ont en revanche été édifiés après cette date, dans le courant du XIXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, 5, 7, 9, 11, 13 rue de la Courte-Baille;;44350;GUERANDE;44069;47.29524013885829;-2.433835638763007;47.29524013885829, -2.433835638763007;;;;1er quart 17e siècle;Ancienne rangée d'habitations composée de 5 logis en 1820. Le premier logis (n° 5 rue Courte-Baille) a été reconstruit dans la première moitié du XXe siècle. Le second logis (7 rue Courte-Baille) est l'un des plus ancien logis datés de Saillé. Il porte le chronogramme 1610 sur la clé de l'arc en plein-cintre couvrant la porte. Les logis aux n° 9 et 11 rue Courte-Baille, à étage, datent sans doute des XVIIe ou XVIIIe siècles. Ils ont été largement remaniés dans le courant du XIXe siècle. Le dernier logis (13 rue Courte-Baille) a été très remanié aux XIXe et XXe siècles.
Patrimoine culturel;Architecture;Rangée de maisons, 5, 7, 9, 11, 13, 15 rue Jeanne-de-Navarre;;44350;GUERANDE;44069;47.29513882464621;-2.4316051587696346;47.29513882464621, -2.4316051587696346;;;;limite 17e siècle 18e siècle;Ancienne rangée d'habitations composée de cinq logis en 1820. Le premier logis a été en partie détruit. Le deuxième logis (n° 15 rue Jeanne-de-Navarre) malgré un remaniement de la façade au XIXe siècle pourrait dater de la fin du XVIIe ou du début du XVIIIe siècle, tout comme le troisième logis (n° 13). Le quatrième logis (n° 11) a sans doute été surélevé d'un étage à la fin du XIXe siècle, comme semble l'attester le style de la lucarne du comble. Les n° 9 et 7, bien que très remaniés, conservent sans doute eux aussi un gros œuvre de l’Époque moderne. Le n° 5 est signalé comme écurie sur le cadastre de 1820. Les ouvertures en brique, relativement rares à Guérande, indiquent un remaniement de la fin du XIXe siècle ou du tout début du XXe siècle.
Patrimoine culturel;Architecture;"Rangée de maisons, 5, 7, 9, 11, rue du Rocher ; 1, 3 rue de la Courte-Baille";;44350;GUERANDE;44069;47.29557967195344;-2.4334454239364898;47.29557967195344, -2.4334454239364898;;;;17e siècle;"Rangée d'habitations signalée sur le cadastre de 1820 et alors composée de 6 logis. Elle a été très remaniée au XIXe siècle et au XXe siècle (n° 7 et 11 rue du Rocher ; n° 1 rue Courte-Baille). Le logis au n° 5 rue du Rocher, qui possède étage carré, date probablement du XVIIIe siècle comme le suggère le fronton en arc plein-cintre de sa lucarne. Le toit à porcs sur la façade nord est antérieur à 1820. Le 3e logis (n° 9 rue du Rocher) est détruit. Seuls subsistent les vestiges du conduit de sa cheminée sur le mur pignon ouest. Le n° 3 rue de la Courte-Baille, bien que remanié, pourrait dater du XVIIe siècle. Il conserve sa porte couverte d'un arc en plein-cintre mouluré et sa lucarne à fronton triangulaire."
Patrimoine culturel;Architecture;Rangée de maisons, 50, 52, 54, 56 route du Bouzaire;;44350;GUERANDE;44069;47.36811866503242;-2.3832061970112535;47.36811866503242, -2.3832061970112535;;;;Temps modernes;Cette rangée de maisons s'est constituée probablement dans le courant du XIXe siècle à partir de deux logis distincts. Le deuxième logis (52 route du Bois) dont une partie est signalée sur le cadastre de 1818 porte la date 1810 sur le linteau de sa porte est. Il constituait avec le troisième logis (54 route du Bois) - également représenté sur le cadastre - le noyau ancien de la rangée. Celle-ci a ensuite été augmentée au nord et au sud dans le courant du XIXe siècle, probablement à l'extrême fin de ce dernier car aucune mention n'apparaît dans les augmentations-diminutions. L'ensemble a été très remanié dans le dernier quart du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, 6, 8 chemin Bouzaire;;44350;GUERANDE;44069;47.36638960158237;-2.3826304623055408;47.36638960158237, -2.3826304623055408;;;;Temps modernes;Rangée composée de trois logis en 1818 remaniée dans le courant du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, 6, 8, 10 rue de la Butte;;44350;GUERANDE;44069;47.35039225058521;-2.3402281805127623;47.35039225058521, -2.3402281805127623;;;;Temps modernes;Rangée de trois maisons. Signalée sur le cadastre de 1819, elle a été remaniée aux XIXe au XXe siècles.
Patrimoine culturel;Architecture;Rangée de maisons, 6, 8, 10 rue des Trois-Frères-Lelan, 2, 4 rue Jeanne-de-Navarre;;44350;GUERANDE;44069;47.29535057246208;-2.432226997966355;47.29535057246208, -2.432226997966355;;;;2e quart 17e siècle;Ancienne rangée d'habitations figurant sur le cadastre de 1820, largement remaniée dans le courant du XIXe siècle et du XXe siècle. Le n° 10 rue des Trois-Frères-Lelan a été reconstruit en 1850 puis en 1877 d'après le registre des augmentations-diminutions (1820 L2 1261 et 1264), sans doute sur un bâtiment plus ancien datant peut-être de 1635 comme semble l'indiquer une inscription sur une pierre remployée sur le fronton de la lucarne du comble. Le n° 6 rue des Trois-Frères-Lelan est percé d'une porte (remployée ?) surmontée d'un linteau sculpté d'une accolade.
Patrimoine culturel;Architecture;Rangée de maisons, 6, 8, 10, 12 rue Basse;;44350;GUERANDE;44069;47.294011194224275;-2.430390903520115;47.294011194224275, -2.430390903520115;;;;17e siècle;Rangée de quatre maisons signalée sur le cadastre de 1820. Le premier logis (6 rue Basse), antérieur à 1820, a été très remanié dans le courant du XXe siècle. Le deuxième logis (8 rue Basse) possède un étage carré. Ce dernier était desservi par un escalier extérieur encore visible sur une photo du début du XXe siècle. Bien que remanié, la forme de ses baies pourrait suggérer une datation de la deuxième moitié du XVIIe siècle ou de la première moitié du XVIIIe siècle. Les deux derniers logis (10 et 12 rue Basse), également à étage, sont légèrement postérieurs. L'accès à l'étage du n° 12 rue Basse se faisait aussi par un escalier extérieur. La pièce haute était visiblement aveugle. Le n° 10 rue Basse conserve encore une partie de ses dispositions intérieures de la fin du XIXe siècle ou du tout début du XXe siècle. L'accès à l'étage se fait par un escalier droit en bois, situé à gauche de la porte d'entrée. Une cloison de planches délimite un couloir ouvrant à l'arrière sur le jardin et à droite sur la salle basse. À l'étage, la salle haute est chauffée par une cheminée enfermée dans un placard mural. Cette salle présente un décor peint (frise de motifs végétaux et plinthes noires) datant probablement de la fin du XIXe siècle ou du début du XXe siècle (voir dossier Palissy).
Patrimoine culturel;Architecture;Rangée de maisons, 6, 8, 10, 12 rue du Rocher;;44350;GUERANDE;44069;47.32708378741679;-2.4538396811361562;47.32708378741679, -2.4538396811361562;;;;Temps modernes;Rangée composée de 5 unités d'habitation en 1819. Le noyau le plus ancien (12 et 10 rue du Rocher) date probablement de la deuxième moitié du XVIIe siècle ou du début du XVIIIe siècle. Les trois logis suivants ont été largement remaniés dans le courant du XXe siècle. Le quatrième logis en partie démoli constitue actuellement une annexe du n° 6 rue du Rocher. Les vestiges de sa cheminée sont encore visibles sur le pignon est.
Patrimoine culturel;Architecture;Rangée de maisons, 6, 8, 10, 12, 14, 16, 18, 20 rue de la Crique;;44350;GUERANDE;44069;47.29428443713684;-2.432954109843477;47.29428443713684, -2.432954109843477;;;;1er quart 18e siècle;Rangée composée de 8 habitations en 1820. Cette rangée se singularise par le fait que les 8 maisons possèdent un étage carré. Les trois premiers logis (n° 6, 8 et 10 rue de la Crique), bien que possédant sans doute un gros-œuvre de l’Époque moderne, ont été remaniés (surélevés ?) au milieu du XIXe siècle. Les lucarnes des n° 8 et 10 rue de la Crique portent les dates 1849 et 1859. Les 3 autres logis (n° 12, 14 et 16 rue de la Crique) datent probablement du XVIIe ou du XVIIIe siècle. Le n° 18 rue de la Crique porte le chronogramme 17[16] sculpté sur le fronton de sa lucarne. Le dernier logis (n° 20 rue de la Crique) a été très remanié aux XIXe et XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, 60, 62, 64 rue des Pradeleaux;;44350;GUERANDE;44069;47.33590471657571;-2.372773770078034;47.33590471657571, -2.372773770078034;;;;Temps modernes;Rangée d'habitations composée de deux logis en 1819, reconstruite à la fin du XIXe siècle et au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, 7 Grande-rue;;44350;GUERANDE;44069;47.33607302748935;-2.4680050071211315;47.33607302748935, -2.4680050071211315;;;;limite 15e siècle 16e siècle;"Rangée attribuable à la fin du XVe siècle ou au tout début du XVIe siècle comme en témoignent la forme des cheminées et la porte couverte d'un linteau sculpté d'une accolade du rez-de-chaussée. Le bâtiment était peut-être à l'origine composé d'un seul niveau d'habitation (avec combles ?) de deux logements.Dans le deuxième quart du XVIIe siècle, deux autres logements furent aménagés à l'étage comme en atteste la construction des deux escaliers droits, le premier venant se plaquer sur le piédroit de la porte sud du rez-de-chaussée, le deuxième devant une porte primitive (en 1684 ?).L'aménagement du comble à surcroît est contemporain visiblement de cette période comme en témoignent les lucarnes passantes dont l'une porte la date de 1699.Le rez-de-chaussée a peut-être été réservé à partir de cette époque au stockage (vins, textile ?) : le bâtiment devenant une "" maison à fonctions superposées""."
Patrimoine culturel;Architecture;Rangée de maisons, 7, 9, 11, 13 rue François-Thuard;;44350;GUERANDE;44069;47.29458326961469;-2.4303006806851934;47.29458326961469, -2.4303006806851934;;;;limite 17e siècle 18e siècle;"Ancienne rangée d'habitations signalée sur le cadastre de 1820, remaniée au XIXe siècle et au XXe siècle. Les deux premiers logis (n° 7 et n° 9 rue François-Thuard) ont été reconstruits en 1875 et 1889 d'après les registres des augmentations-diminutions (1820 L2 1144 et 1146), vraisemblablement en remployant une partie des matériaux de construction des édifices antérieurs (lucarnes, portes ?). Le logis au n° 11 rue François-Thuard, à étage, pourrait dater de la fin du XVIIe siècle ou du début du siècle suivant. La lucarne du comble a été restaurée récemment ; elle était à l'origine à fronton triangulaire. La salle du rez-de-chaussée conserve une cheminée à faux-manteau dont les jambages, chanfreinés, se terminent par des congés sculptés (pyramidion et tête de femme portant une gède ?). On accédait à l'étage par une vis dans œuvre, probablement en bois, dont l'insertion subsiste sur le mur gouttereau est. Le logis au n° 13 rue François-Thuard, également à étage, a été reconstruit en 1881 (1820 L2 1163)."
Patrimoine culturel;Architecture;Rangée de maisons, 8, 10 rue du Four;;44350;GUERANDE;44069;47.335358295046255;-2.465152587880158;47.335358295046255, -2.465152587880158;;;;limite 17e siècle 18e siècle;Rangée d'habitations antérieure à 1820 mais très remaniée dans le courant du XXe siècle (10 rue du Four). Le 1er logis (8 rue du Four), datant peut-être de la fin du XVIIe siècle ou du début du XVIIIe siècle, conserve un four à pain sur son pignon ouest. Cette maison pourrait avoir fait office de fournil commun au village de Clis durant l’Époque moderne. Le toponyme de la rue du Four, attesté au moins depuis le début du XVIIe siècle, témoigne de l'ancienneté d'un four à cet endroit.
Patrimoine culturel;Architecture;Rangée de maisons, 8, 10, 12 rue de la Fontaine;;44350;GUERANDE;44069;47.297764375264386;-2.4138449528279406;47.297764375264386, -2.4138449528279406;;;;Temps modernes;Rangée d'habitations signalée sur le cadastre de 1819, remaniée au XXe siècle. Le 1er logis (actuels n° 8 et 10 rue de la Fontaine) était certainement un logis-double.
Patrimoine culturel;Architecture;Rangée de maisons, 8, 10, 12, 14 rue Jeanne-de-Navarre, 12 place Jean-IV;;44350;GUERANDE;44069;47.294945025973014;-2.4316708646829253;47.294945025973014, -2.4316708646829253;;;;Temps modernes;Rangée de maisons composée de trois unités d'habitation en 1820. Les trois premiers logis (n° 12 place Jean-IV, n° 14 et n° 12 rue Jeanne de Navarre) ont été largement remaniés dans la deuxième moitié du XXe siècle. Le n° 10 rue Jeanne-de-Navarre porte le chronogramme 1715 sur le fronton de sa lucarne. Le dernier logis (n° 8 rue Jeanne-de-Navarre) a été construit ex-nihilo en 1864.
Patrimoine culturel;Architecture;Rangée de maisons, 9, 11 chemin Bouzaire;;44350;GUERANDE;44069;47.36652464781712;-2.3822494411544826;47.36652464781712, -2.3822494411544826;;;;Temps modernes;Rangée composé de trois unités d'habitation en 1818, largement remaniée dans le courant du XXe siècle. Le deuxième logis porte la date 1687 gravée sur le linteau de sa porte d'entrée.
Patrimoine culturel;Architecture;Rangée de maisons, Bouzeray, 2e ensemble;;44350;GUERANDE;44069;47.3647209186934;-2.3962045602379787;47.3647209186934, -2.3962045602379787;;;;18e siècle;Ancienne rangée d'habitations antérieure à 1818. Elle se composait alors de 3 logis. Le troisième logis a été détruit. Les deux premiers logis étaient probablement des logis-étables, abritant sous le même toit hommes et animaux. L'étable est postérieure à 1818. La rangée a été restaurée dans le dernier quart du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Bréhany, 2e ensemble;;44350;GUERANDE;44069;47.32399433402947;-2.414124223083722;47.32399433402947, -2.414124223083722;;;;limite 19e siècle 20e siècle;Rangée d'habitations construite probablement à la limite des XIXe et XXe siècles, augmentée vers l'ouest dans le courant du XXe siècle. Elle n'est pas signalée dans le registre des augmentations-diminutions (donc après 1894 ?).
Patrimoine culturel;Architecture;Rangée de maisons, Brézéan, 1er ensemble;;44350;GUERANDE;44069;47.35988270134929;-2.451606567487292;47.35988270134929, -2.451606567487292;;;;Temps modernes;Ancienne rangée d'habitations datant probablement du XVIIe ou du XVIIIe siècle, très remaniées dans le courant du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Brézéan, 3e ensemble;;44350;GUERANDE;44069;47.35919407098414;-2.4513914330084163;47.35919407098414, -2.4513914330084163;;;;4e quart 17e siècle;Ancienne rangée de 2 logis. Le premier logis porte le chronogramme 1680 sur sa porte. Le second logis est sans doute légèrement postérieur, XVIIIe siècle (?).
Patrimoine culturel;Architecture;Rangée de maisons, Brézéan, 4e ensemble;;44350;GUERANDE;44069;47.35892076790612;-2.4512809940838785;47.35892076790612, -2.4512809940838785;;;;Temps modernes;Rangée de maisons dont le gros œuvre est antérieur à 1819. Elle se composait à cette époque de trois logis. Elle a été très remaniée aux XIXe et XXe siècles.
Patrimoine culturel;Architecture;Rangée de maisons, Brézéan, 7e ensemble;;44350;GUERANDE;44069;47.35951624994749;-2.4516954123412313;47.35951624994749, -2.4516954123412313;;;;3e quart 19e siècle;Rangée de maisons reconstruite sur des bâtiments plus anciens signalés sur le cadastre de 1819. Les deux logis nord ont été reconstruits en 1865 et en 1883 d'après le registre des augmentations-diminutions.
Patrimoine culturel;Architecture;Rangée de maisons, Cannevé, 2e ensemble;;44350;GUERANDE;44069;47.316538618899415;-2.374605544803696;47.316538618899415, -2.374605544803696;;;;Temps modernes;Rangée d'habitations signalée sur le cadastre de 1819 et se composant à cette date de trois logis. Elle a été remaniée dans le courant du XIXe siècle et au XXe siècle. Les logis étaient probablement à l'origine couverts de roseau.
Patrimoine culturel;Architecture;Rangée de maisons, Cannevé, 3e ensemble;;44350;GUERANDE;44069;47.31620868214546;-2.374614490037552;47.31620868214546, -2.374614490037552;;;;16e siècle;Cette ancienne rangée ne comportait visiblement qu'un seul ménage en 1819. Le logis est (1er logis) est sans doute le plus ancien. Les corbeaux de sa cheminée, en pyramide inversée, pourraient suggérer une datation du XVIe siècle. La rangée se composait de deux autres logis en partie ruinés à l'ouest. Un arrachement (ou une attente ?) observable dans l'angle nord-est et une porte à gauche de la cheminée du 1er logis pourraient témoigner de l'existence d'un autre bâtiment. La rangée sert actuellement de hangar agricole.
Patrimoine culturel;Architecture;Rangée de maisons, chemin du Bouzaire;;44350;GUERANDE;44069;47.36718711945045;-2.383957621220977;47.36718711945045, -2.383957621220977;;;;3e quart 18e siècle;Ancienne rangée de maisons composée de cinq unités d'habitation en 1818. Seul le premier logis, portant le chronogramme 1761 sur le linteau de sa porte, est conservé à l'état de vestiges. Son pignon est porte le négatif du conduit de cheminée d'un second logis. Le bâtiment sud - probablement une ancienne remise - signalé sur le cadastre de 1818, a été transformé en habitation.
Patrimoine culturel;Architecture;Rangée de maisons, Cogéa, 2e ensemble;;44350;GUERANDE;44069;47.344495460475336;-2.3523353539132565;47.344495460475336, -2.3523353539132565;;;;3e quart 19e siècle;Rangée de 3 logis construits entre 1862 et 1864 d'après le registre des augmentations-diminutions, remaniée dans le courant du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Domhéry, 2e ensemble;;44350;GUERANDE;44069;47.36013078374091;-2.433843895990696;47.36013078374091, -2.433843895990696;;;;limite 19e siècle 20e siècle;Rangée de maisons reconstruite à la fin du XIXe siècle ou au début du siècle suivant sur un volume plus ancien, très remaniée au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Gras, 1er ensemble;;44350;GUERANDE;44069;47.376595902762496;-2.3609468761081778;47.376595902762496, -2.3609468761081778;;;;18e siècle;Ancienne rangée d'habitations comportant deux logis en 1819, reconvertie en parties agricoles au XIXe siècle ou au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Gras, 2e ensemble;;44350;GUERANDE;44069;47.37623288204942;-2.359601483012471;47.37623288204942, -2.359601483012471;;;;18e siècle;Ancienne rangée d'habitations comportant trois logis en 1819, remaniée au XIXe siècle ou au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Gras, 3e ensemble;;44350;GUERANDE;44069;47.3762266271269;-2.3593019542834943;47.3762266271269, -2.3593019542834943;;;;Temps modernes;Rangée de maisons composée de 3 unités d'habitation en 1819. Le premier et le dernier logis ont été reconstruits en 1876 et 1877 (1819 C1 451 et 453).
Patrimoine culturel;Architecture;Rangée de maisons, Gras, 4e ensemble;;44350;GUERANDE;44069;47.376270563386306;-2.358971071621056;47.376270563386306, -2.358971071621056;;;;4e quart 18e siècle;Rangée de maisons composée de deux logis en 1819, remaniée au XIXe et au XXe siècles. Le premier logis porte le chronogramme 1789 sur le linteau de son portail d'entrée.
Patrimoine culturel;Architecture;Rangée de maisons, Kerbenet, 1er ensemble;;44350;GUERANDE;44069;47.35477836068891;-2.346651658725451;47.35477836068891, -2.346651658725451;;;;Temps modernes;Ancienne ferme signalée sur le cadastre de 1819. Elle a été augmentée vers l'ouest au milieu du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerbenet, 2e ensemble;;44350;GUERANDE;44069;47.354611529787626;-2.3470791121837373;47.354611529787626, -2.3470791121837373;;;;limite 18e siècle 19e siècle;Ancienne rangée de deux maisons signalée sur le cadastre de 1819. Le premier logis, au nord-est, a sans doute été détruit dans le courant du XIXe siècle. Le deuxième logis était un logis-étable abritant hommes et animaux sous le même toit. La partie logement proprement dite était ajourée par une porte et une fenêtre sur la façade sud. L'entrée des bêtes dans la partie étable se faisait par une porte indépendante percée sur cette même façade. Cette dernière était éclairée par un jour, sous lequel, au ras du sol, était aménagé un conduit d'évacuation. Le pignon sud-ouest a été augmenté dans le courant du XIXe siècle d'une remise, transformée en logement dans le dernier quart du XXe siècle. La porcherie, du même côté, et la remise, au nord-est, datent probablement du XIXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerbenet, 3e ensemble;;44350;GUERANDE;44069;47.354055292081455;-2.3468927279466554;47.354055292081455, -2.3468927279466554;;;;limite 18e siècle 19e siècle;Rangée d'habitations datant probablement de la fin du XVIIIe siècle ou des premières décennies du XIXe siècle. En 1819, elle se composait d'une masure et de quatre logis, au bout desquels, à l'est, prenait place une aire à battre. Les deux deniers logis (1819 E1 155), avaient été convertis en maison avant 1835 puis reconstruits en 1877 (registre des augmentations-diminutions). La rangée a été largement remaniée au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerbenet, 4e ensemble;;44350;GUERANDE;44069;47.354019251191126;-2.345885456382662;47.354019251191126, -2.345885456382662;;;;limite 18e siècle 19e siècle;Ancienne rangée d'habitations antérieure à 1819 et composée à cette date de deux logis. Elle a été augmentée vers l'est d'une maison et d'un appentis au milieu du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerbenet, 5e ensemble;;44350;GUERANDE;44069;47.35506455284839;-2.346045683503764;47.35506455284839, -2.346045683503764;;;;3e quart 19e siècle;Le logis, à l'ouest pourrait avoir été construit en 1870. Une maison nouvelle est en effet attestée dans cette parcelle dans le registre des augmentations-diminutions (1819 E1 173). Le logis est est plus tardif. L'ensemble a été très remanié dans le courant du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerbrénezé, 1er ensemble;;44350;GUERANDE;44069;47.29994693475671;-2.418254297994663;47.29994693475671, -2.418254297994663;;;;Temps modernes;Rangée de maisons reconstruite vraisemblablement au milieu du XXe siècle sur un bâtiment plus ancien signalé sur le cadastre de 1819.
Patrimoine culturel;Architecture;Rangée de maisons, Kerdando, 1er ensemble;;44350;GUERANDE;44069;47.35131983202433;-2.4222657495761353;47.35131983202433, -2.4222657495761353;;;;3e quart 19e siècle;Rangée de deux maisons à étage construite ex-nihilo en 1874.
Patrimoine culturel;Architecture;Rangée de maisons, Kerdando, 2e ensemble;;44350;GUERANDE;44069;47.35185568476833;-2.422067787791172;47.35185568476833, -2.422067787791172;;;;18e siècle;Rangée de maisons signalée sur le cadastre de 1819, le logis, à l'est, date peut-être au moins pour une partie du gros œuvre du XVIIIe siècle. Le logis ouest a été reconstruit dans la deuxième moitié du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kerdando, 5e ensemble;;44350;GUERANDE;44069;47.351883855253284;-2.4217248943591554;47.351883855253284, -2.4217248943591554;;;;limite 19e siècle 20e siècle;Rangée de maisons construite vraisemblablement aux alentours de 1900. Il n'en est fait aucune mention dans le registre des augmentations-diminutions, elle est donc postérieure à 1894 (?).
Patrimoine culturel;Architecture;Rangée de maisons, Kerdando, 6e ensemble;;44350;GUERANDE;44069;47.352101306609704;-2.421348134393539;47.352101306609704, -2.421348134393539;;;;18e siècle;Rangée de maisons signalée sur le cadastre de 1819, datant vraisemblablement du XVIIIe siècle. Elle était sans doute à l'origine couverte en chaume.
Patrimoine culturel;Architecture;Rangée de maisons, Kerdando, 7e ensemble;;44350;GUERANDE;44069;47.35229948313319;-2.421607212991251;47.35229948313319, -2.421607212991251;;;;3e quart 19e siècle;Rangée de maisons construite ex-nihilo en 1868 (partie nord) d'après le registre des augmentations-diminutions, largement remaniée au XXe siècle. Le logis sud, avec ses encadrements de baies en brique date vraisemblablement des années 1900.
Patrimoine culturel;Architecture;Rangée de maisons, Kergonan, 1er ensemble;;44350;GUERANDE;44069;47.355875054420224;-2.3422182763647856;47.355875054420224, -2.3422182763647856;;;;Temps modernes;Rangée actuellement composée de trois unités d'habitation. Les deux premiers logis sont signalés sur le cadastre de 1819. Le premier logis (1819 E1 47), à l'ouest, bien que très remanié au XXe siècle, porte la date de 1788 gravée sur le linteau de la porte. Le second logis (1819 E1 43) a été reconstruit en 1863 sur un bâtiment visiblement plus ancien. Le dernier logis a été construit ex-nihilo en 1870.
Patrimoine culturel;Architecture;Rangée de maisons, Kergonan, 2e ensemble;;44350;GUERANDE;44069;47.355751187739486;-2.3431093900820885;47.355751187739486, -2.3431093900820885;;;;Temps modernes;Rangée de maisons antérieure à 1819. Elle fut remaniée dans le courant du XIXe siècle et au XXe siècle. Le premier logis pourrait avoir fait l'objet d'une reconstruction en 1889 comme le suggère le registre des augmentations-diminutions.
Patrimoine culturel;Architecture;Rangée de maisons, Kergonan, 3e ensemble;;44350;GUERANDE;44069;47.35552754494115;-2.3446477592684154;47.35552754494115, -2.3446477592684154;;;;2e moitié 18e siècle;Rangée de maisons signalée sur le cadastre de 1819. Le premier logis date peut-être de la fin du XVIIIe siècle. Les deux autres logis ont été reconstruits au XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kergourdin, 1er ensemble;;44350;GUERANDE;44069;47.342601147483826;-2.3590196868944386;47.342601147483826, -2.3590196868944386;;;;4e quart 18e siècle;Le logis est date probablement de 1776 comme le suggère le chronogramme sculpté au-dessus de la porte d'entrée. Le registre des augmentations-diminutions signale néanmoins une construction nouvelle dans cette parcelle en 1889. Il pourrait en réalité s'agir de la maison attenante. Celle-ci fut remaniée dans la deuxième moitié du XXe siècle.
Patrimoine culturel;Architecture;Rangée de maisons, Kergourdin, 4e ensemble;;44350;GUERANDE;44069;47.3420414885261;-2.360008120332826;47.3420414885261, -2.360008120332826;;;;3e quart 19e siècle;Ancienne rangée d'habitations, composée de 3 logis en 1819 et d'un bâtiment en ruine. La rangée possédait une aire commune au sud près de laquelle prenait place une grange. La rangée a été largement remaniée au XIXe et au XXe siècles.
